"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007052","GO:0007052","mitotic spindle organization",136,-0.84793780056394,-2.53673316811719,1e-10,5.51727272727273e-09,4.12057416267943e-09,1727,"tags=35%, list=5%, signal=33%","ENSG00000180376/ENSG00000175216/ENSG00000149503/ENSG00000118007/ENSG00000204389/ENSG00000117632/ENSG00000213024/ENSG00000108055/ENSG00000072501/ENSG00000151849/ENSG00000156876/ENSG00000101639/ENSG00000075702/ENSG00000136122/ENSG00000164087/ENSG00000108424/ENSG00000153044/ENSG00000087586/ENSG00000160299/ENSG00000153187/ENSG00000276043/ENSG00000134057/ENSG00000134222/ENSG00000013810/ENSG00000117399/ENSG00000137807/ENSG00000178999/ENSG00000237649/ENSG00000088325/ENSG00000161800/ENSG00000123473/ENSG00000089685/ENSG00000198901/ENSG00000112742/ENSG00000134690/ENSG00000166851/ENSG00000143228/ENSG00000138160/ENSG00000152253/ENSG00000138778/ENSG00000126787/ENSG00000117650/ENSG00000101057/ENSG00000080986/ENSG00000090889/ENSG00000163808/ENSG00000121957"
"GO:0051983","GO:0051983","regulation of chromosome segregation",129,-0.84959389705193,-2.52570547501262,1e-10,5.51727272727273e-09,4.12057416267943e-09,2581,"tags=47%, list=7%, signal=44%","ENSG00000153107/ENSG00000136518/ENSG00000137497/ENSG00000073584/ENSG00000070950/ENSG00000189079/ENSG00000112739/ENSG00000198887/ENSG00000149503/ENSG00000040275/ENSG00000136824/ENSG00000172977/ENSG00000096717/ENSG00000094880/ENSG00000163939/ENSG00000066117/ENSG00000136861/ENSG00000174442/ENSG00000164754/ENSG00000049618/ENSG00000135476/ENSG00000099956/ENSG00000163029/ENSG00000178295/ENSG00000164109/ENSG00000122952/ENSG00000151503/ENSG00000161888/ENSG00000177602/ENSG00000153187/ENSG00000184445/ENSG00000146918/ENSG00000134057/ENSG00000071539/ENSG00000170312/ENSG00000013810/ENSG00000117399/ENSG00000178999/ENSG00000113810/ENSG00000137812/ENSG00000089685/ENSG00000010292/ENSG00000142945/ENSG00000112742/ENSG00000134690/ENSG00000109805/ENSG00000166851/ENSG00000143228/ENSG00000152253/ENSG00000094804/ENSG00000138778/ENSG00000126787/ENSG00000169679/ENSG00000154839/ENSG00000112029/ENSG00000175063/ENSG00000080986/ENSG00000156970/ENSG00000165480/ENSG00000117724/ENSG00000121152"
"GO:0050000","GO:0050000","chromosome localization",119,-0.85640002158015,-2.50861847276427,1e-10,5.51727272727273e-09,4.12057416267943e-09,1880,"tags=41%, list=5%, signal=39%","ENSG00000110713/ENSG00000180376/ENSG00000149503/ENSG00000040275/ENSG00000172977/ENSG00000145241/ENSG00000096717/ENSG00000094880/ENSG00000031691/ENSG00000213024/ENSG00000085415/ENSG00000174442/ENSG00000072864/ENSG00000167513/ENSG00000164949/ENSG00000128944/ENSG00000164828/ENSG00000122952/ENSG00000108424/ENSG00000121621/ENSG00000161888/ENSG00000153187/ENSG00000143924/ENSG00000079616/ENSG00000184445/ENSG00000134057/ENSG00000134222/ENSG00000170312/ENSG00000178999/ENSG00000237649/ENSG00000161800/ENSG00000137812/ENSG00000089685/ENSG00000142945/ENSG00000112742/ENSG00000134690/ENSG00000101447/ENSG00000143228/ENSG00000118193/ENSG00000152253/ENSG00000076382/ENSG00000138778/ENSG00000126787/ENSG00000154839/ENSG00000117650/ENSG00000129810/ENSG00000080986/ENSG00000165480/ENSG00000117724"
"GO:0006302","GO:0006302","double-strand break repair",325,-0.771064532510477,-2.50369770616603,1e-10,5.51727272727273e-09,4.12057416267943e-09,3131,"tags=38%, list=9%, signal=35%","ENSG00000196367/ENSG00000173473/ENSG00000128513/ENSG00000106399/ENSG00000020922/ENSG00000110987/ENSG00000247746/ENSG00000198924/ENSG00000112941/ENSG00000187736/ENSG00000136518/ENSG00000089280/ENSG00000034533/ENSG00000122691/ENSG00000101773/ENSG00000170364/ENSG00000073584/ENSG00000133302/ENSG00000137337/ENSG00000177383/ENSG00000189079/ENSG00000160957/ENSG00000171792/ENSG00000128908/ENSG00000198887/ENSG00000080345/ENSG00000111877/ENSG00000183955/ENSG00000127337/ENSG00000042088/ENSG00000111642/ENSG00000166896/ENSG00000101442/ENSG00000171984/ENSG00000079246/ENSG00000091483/ENSG00000172977/ENSG00000181625/ENSG00000096717/ENSG00000204305/ENSG00000122783/ENSG00000147536/ENSG00000118655/ENSG00000163939/ENSG00000188486/ENSG00000181544/ENSG00000119906/ENSG00000066117/ENSG00000164430/ENSG00000152457/ENSG00000197275/ENSG00000164754/ENSG00000095002/ENSG00000132016/ENSG00000049618/ENSG00000073111/ENSG00000147231/ENSG00000145604/ENSG00000099956/ENSG00000076003/ENSG00000163781/ENSG00000163029/ENSG00000189403/ENSG00000196584/ENSG00000077097/ENSG00000138346/ENSG00000178295/ENSG00000185480/ENSG00000125885/ENSG00000071243/ENSG00000177302/ENSG00000132436/ENSG00000101596/ENSG00000127423/ENSG00000146263/ENSG00000178966/ENSG00000149554/ENSG00000168411/ENSG00000157540/ENSG00000104738/ENSG00000012048/ENSG00000138658/ENSG00000069275/ENSG00000100297/ENSG00000160117/ENSG00000013573/ENSG00000253729/ENSG00000154920/ENSG00000109685/ENSG00000051180/ENSG00000119969/ENSG00000276043/ENSG00000005156/ENSG00000168496/ENSG00000139618/ENSG00000071539/ENSG00000163961/ENSG00000004487/ENSG00000085999/ENSG00000124795/ENSG00000164104/ENSG00000087206/ENSG00000093009/ENSG00000111247/ENSG00000100206/ENSG00000166508/ENSG00000114026/ENSG00000111602/ENSG00000097046/ENSG00000185379/ENSG00000111206/ENSG00000131153/ENSG00000112118/ENSG00000136492/ENSG00000171320/ENSG00000166851/ENSG00000051341/ENSG00000144554/ENSG00000146670/ENSG00000197299/ENSG00000101868/ENSG00000116560/ENSG00000143799"
"GO:0033045","GO:0033045","regulation of sister chromatid segregation",105,-0.87523367833636,-2.48938031466826,1e-10,5.51727272727273e-09,4.12057416267943e-09,1662,"tags=50%, list=5%, signal=48%","ENSG00000154473/ENSG00000110987/ENSG00000086827/ENSG00000153107/ENSG00000136518/ENSG00000137497/ENSG00000073584/ENSG00000189079/ENSG00000112739/ENSG00000149503/ENSG00000040275/ENSG00000172977/ENSG00000096717/ENSG00000094880/ENSG00000163939/ENSG00000066117/ENSG00000136861/ENSG00000174442/ENSG00000164754/ENSG00000049618/ENSG00000135476/ENSG00000099956/ENSG00000178295/ENSG00000164109/ENSG00000122952/ENSG00000161888/ENSG00000177602/ENSG00000153187/ENSG00000184445/ENSG00000134057/ENSG00000071539/ENSG00000170312/ENSG00000013810/ENSG00000117399/ENSG00000178999/ENSG00000137812/ENSG00000089685/ENSG00000112742/ENSG00000134690/ENSG00000166851/ENSG00000143228/ENSG00000152253/ENSG00000094804/ENSG00000138778/ENSG00000126787/ENSG00000169679/ENSG00000154839/ENSG00000112029/ENSG00000175063/ENSG00000080986/ENSG00000156970/ENSG00000165480/ENSG00000117724"
"GO:0051304","GO:0051304","chromosome separation",82,-0.90955560206685,-2.48113474137597,1e-10,5.51727272727273e-09,4.12057416267943e-09,1662,"tags=50%, list=5%, signal=48%","ENSG00000149503/ENSG00000040275/ENSG00000136824/ENSG00000094880/ENSG00000136861/ENSG00000174442/ENSG00000164754/ENSG00000135476/ENSG00000178295/ENSG00000177302/ENSG00000164109/ENSG00000122952/ENSG00000151503/ENSG00000161888/ENSG00000177602/ENSG00000184445/ENSG00000146918/ENSG00000134057/ENSG00000071539/ENSG00000117399/ENSG00000178999/ENSG00000113810/ENSG00000137812/ENSG00000089685/ENSG00000010292/ENSG00000112742/ENSG00000134690/ENSG00000109805/ENSG00000166851/ENSG00000143228/ENSG00000152253/ENSG00000126787/ENSG00000169679/ENSG00000154839/ENSG00000112029/ENSG00000175063/ENSG00000080986/ENSG00000156970/ENSG00000165480/ENSG00000117724/ENSG00000121152"
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle",93,-0.880757730033479,-2.47475421936783,1e-10,5.51727272727273e-09,4.12057416267943e-09,1662,"tags=42%, list=5%, signal=40%","ENSG00000149503/ENSG00000040275/ENSG00000094880/ENSG00000163939/ENSG00000066117/ENSG00000136861/ENSG00000174442/ENSG00000164754/ENSG00000049618/ENSG00000135476/ENSG00000099956/ENSG00000178295/ENSG00000164109/ENSG00000122952/ENSG00000161888/ENSG00000177602/ENSG00000184445/ENSG00000134057/ENSG00000071539/ENSG00000117399/ENSG00000178999/ENSG00000137812/ENSG00000089685/ENSG00000112742/ENSG00000134690/ENSG00000166851/ENSG00000143228/ENSG00000152253/ENSG00000094804/ENSG00000138778/ENSG00000126787/ENSG00000169679/ENSG00000154839/ENSG00000112029/ENSG00000175063/ENSG00000080986/ENSG00000156970/ENSG00000165480/ENSG00000117724"
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle",97,-0.877602215998064,-2.46709533450371,1e-10,5.51727272727273e-09,4.12057416267943e-09,1662,"tags=41%, list=5%, signal=39%","ENSG00000149503/ENSG00000040275/ENSG00000094880/ENSG00000163939/ENSG00000066117/ENSG00000136861/ENSG00000174442/ENSG00000164754/ENSG00000049618/ENSG00000135476/ENSG00000099956/ENSG00000178295/ENSG00000164109/ENSG00000122952/ENSG00000161888/ENSG00000177602/ENSG00000184445/ENSG00000134057/ENSG00000071539/ENSG00000013810/ENSG00000117399/ENSG00000178999/ENSG00000137812/ENSG00000089685/ENSG00000112742/ENSG00000134690/ENSG00000166851/ENSG00000143228/ENSG00000152253/ENSG00000094804/ENSG00000138778/ENSG00000126787/ENSG00000169679/ENSG00000154839/ENSG00000112029/ENSG00000175063/ENSG00000080986/ENSG00000156970/ENSG00000165480/ENSG00000117724"
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle",95,-0.877873489631297,-2.46553126942152,1e-10,5.51727272727273e-09,4.12057416267943e-09,1662,"tags=42%, list=5%, signal=40%","ENSG00000149503/ENSG00000040275/ENSG00000094880/ENSG00000163939/ENSG00000066117/ENSG00000136861/ENSG00000174442/ENSG00000164754/ENSG00000049618/ENSG00000135476/ENSG00000099956/ENSG00000178295/ENSG00000164109/ENSG00000122952/ENSG00000161888/ENSG00000177602/ENSG00000184445/ENSG00000134057/ENSG00000071539/ENSG00000013810/ENSG00000117399/ENSG00000178999/ENSG00000137812/ENSG00000089685/ENSG00000112742/ENSG00000134690/ENSG00000166851/ENSG00000143228/ENSG00000152253/ENSG00000094804/ENSG00000138778/ENSG00000126787/ENSG00000169679/ENSG00000154839/ENSG00000112029/ENSG00000175063/ENSG00000080986/ENSG00000156970/ENSG00000165480/ENSG00000117724"
"GO:0000725","GO:0000725","recombinational repair",199,-0.782736613977128,-2.46051683893926,1e-10,5.51727272727273e-09,4.12057416267943e-09,2540,"tags=39%, list=7%, signal=37%","ENSG00000136518/ENSG00000089280/ENSG00000034533/ENSG00000101773/ENSG00000133302/ENSG00000137337/ENSG00000177383/ENSG00000189079/ENSG00000160957/ENSG00000171792/ENSG00000128908/ENSG00000198887/ENSG00000080345/ENSG00000111877/ENSG00000183955/ENSG00000127337/ENSG00000111642/ENSG00000171984/ENSG00000079246/ENSG00000172977/ENSG00000181625/ENSG00000125319/ENSG00000147536/ENSG00000188486/ENSG00000181544/ENSG00000119906/ENSG00000164430/ENSG00000197275/ENSG00000164754/ENSG00000073111/ENSG00000147231/ENSG00000145604/ENSG00000076003/ENSG00000163781/ENSG00000163029/ENSG00000196584/ENSG00000178295/ENSG00000185480/ENSG00000125885/ENSG00000071243/ENSG00000177302/ENSG00000132436/ENSG00000101596/ENSG00000127423/ENSG00000146263/ENSG00000178966/ENSG00000149554/ENSG00000168411/ENSG00000157540/ENSG00000104738/ENSG00000012048/ENSG00000138658/ENSG00000069275/ENSG00000100297/ENSG00000160117/ENSG00000253729/ENSG00000051180/ENSG00000119969/ENSG00000276043/ENSG00000005156/ENSG00000168496/ENSG00000139618/ENSG00000004487/ENSG00000085999/ENSG00000093009/ENSG00000111247/ENSG00000100206/ENSG00000166508/ENSG00000111602/ENSG00000097046/ENSG00000185379/ENSG00000131153/ENSG00000112118/ENSG00000166851/ENSG00000051341/ENSG00000197299/ENSG00000116560/ENSG00000143799"
"GO:1905818","GO:1905818","regulation of chromosome separation",75,-0.916527194386961,-2.46012826773739,1e-10,5.51727272727273e-09,4.12057416267943e-09,1662,"tags=53%, list=5%, signal=51%","ENSG00000149503/ENSG00000040275/ENSG00000136824/ENSG00000094880/ENSG00000136861/ENSG00000174442/ENSG00000164754/ENSG00000135476/ENSG00000178295/ENSG00000164109/ENSG00000122952/ENSG00000151503/ENSG00000161888/ENSG00000177602/ENSG00000184445/ENSG00000146918/ENSG00000134057/ENSG00000071539/ENSG00000117399/ENSG00000178999/ENSG00000113810/ENSG00000137812/ENSG00000089685/ENSG00000010292/ENSG00000112742/ENSG00000134690/ENSG00000109805/ENSG00000166851/ENSG00000143228/ENSG00000152253/ENSG00000126787/ENSG00000169679/ENSG00000154839/ENSG00000112029/ENSG00000175063/ENSG00000080986/ENSG00000156970/ENSG00000165480/ENSG00000117724/ENSG00000121152"
"GO:0051225","GO:0051225","spindle assembly",135,-0.820008873020011,-2.45899233161634,1e-10,5.51727272727273e-09,4.12057416267943e-09,1727,"tags=33%, list=5%, signal=32%","ENSG00000180376/ENSG00000149503/ENSG00000118007/ENSG00000149273/ENSG00000204389/ENSG00000196230/ENSG00000159433/ENSG00000108055/ENSG00000072501/ENSG00000249115/ENSG00000151849/ENSG00000092036/ENSG00000137822/ENSG00000156876/ENSG00000101639/ENSG00000108424/ENSG00000087586/ENSG00000153187/ENSG00000276043/ENSG00000117399/ENSG00000137807/ENSG00000178999/ENSG00000237649/ENSG00000088325/ENSG00000161800/ENSG00000131351/ENSG00000157456/ENSG00000123473/ENSG00000089685/ENSG00000126216/ENSG00000198901/ENSG00000134690/ENSG00000166851/ENSG00000138160/ENSG00000076382/ENSG00000066279/ENSG00000154839/ENSG00000117650/ENSG00000112029/ENSG00000101057/ENSG00000080986/ENSG00000090889/ENSG00000165480/ENSG00000163808/ENSG00000121957"
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition",91,-0.881037456167549,-2.45666926623491,1e-10,5.51727272727273e-09,4.12057416267943e-09,1662,"tags=43%, list=5%, signal=41%","ENSG00000149503/ENSG00000040275/ENSG00000094880/ENSG00000163939/ENSG00000066117/ENSG00000136861/ENSG00000174442/ENSG00000164754/ENSG00000049618/ENSG00000135476/ENSG00000099956/ENSG00000178295/ENSG00000164109/ENSG00000122952/ENSG00000161888/ENSG00000177602/ENSG00000184445/ENSG00000134057/ENSG00000071539/ENSG00000117399/ENSG00000178999/ENSG00000137812/ENSG00000089685/ENSG00000112742/ENSG00000134690/ENSG00000166851/ENSG00000143228/ENSG00000152253/ENSG00000094804/ENSG00000138778/ENSG00000126787/ENSG00000169679/ENSG00000154839/ENSG00000112029/ENSG00000175063/ENSG00000080986/ENSG00000156970/ENSG00000165480/ENSG00000117724"
"GO:0051310","GO:0051310","metaphase chromosome alignment",102,-0.867931709363044,-2.45371347011444,1e-10,5.51727272727273e-09,4.12057416267943e-09,1727,"tags=44%, list=5%, signal=42%","ENSG00000180376/ENSG00000149503/ENSG00000040275/ENSG00000172977/ENSG00000145241/ENSG00000096717/ENSG00000094880/ENSG00000031691/ENSG00000213024/ENSG00000085415/ENSG00000174442/ENSG00000167513/ENSG00000164949/ENSG00000128944/ENSG00000122952/ENSG00000108424/ENSG00000121621/ENSG00000161888/ENSG00000153187/ENSG00000143924/ENSG00000079616/ENSG00000184445/ENSG00000134057/ENSG00000134222/ENSG00000170312/ENSG00000178999/ENSG00000237649/ENSG00000161800/ENSG00000137812/ENSG00000089685/ENSG00000142945/ENSG00000112742/ENSG00000134690/ENSG00000101447/ENSG00000143228/ENSG00000118193/ENSG00000152253/ENSG00000076382/ENSG00000138778/ENSG00000154839/ENSG00000117650/ENSG00000129810/ENSG00000080986/ENSG00000165480/ENSG00000117724"
"GO:0034502","GO:0034502","protein localization to chromosome",121,-0.832079134374489,-2.44249482421421,1e-10,5.51727272727273e-09,4.12057416267943e-09,2935,"tags=46%, list=8%, signal=43%","ENSG00000154473/ENSG00000086827/ENSG00000197837/ENSG00000198824/ENSG00000133302/ENSG00000137337/ENSG00000106723/ENSG00000171792/ENSG00000198887/ENSG00000008083/ENSG00000111877/ENSG00000183955/ENSG00000040275/ENSG00000102974/ENSG00000197238/ENSG00000079246/ENSG00000172977/ENSG00000273542/ENSG00000122783/ENSG00000031691/ENSG00000188486/ENSG00000119906/ENSG00000174442/ENSG00000164754/ENSG00000159055/ENSG00000145604/ENSG00000163781/ENSG00000274618/ENSG00000125885/ENSG00000124635/ENSG00000146263/ENSG00000270882/ENSG00000100749/ENSG00000270276/ENSG00000197061/ENSG00000278463/ENSG00000277157/ENSG00000278705/ENSG00000275126/ENSG00000177602/ENSG00000278637/ENSG00000253729/ENSG00000184445/ENSG00000276966/ENSG00000172167/ENSG00000277075/ENSG00000170312/ENSG00000178999/ENSG00000137812/ENSG00000112742/ENSG00000171320/ENSG00000166851/ENSG00000143799/ENSG00000115163/ENSG00000156970/ENSG00000106462"
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination",193,-0.779949941420622,-2.44132594748159,1e-10,5.51727272727273e-09,4.12057416267943e-09,2540,"tags=38%, list=7%, signal=36%","ENSG00000136518/ENSG00000089280/ENSG00000034533/ENSG00000101773/ENSG00000133302/ENSG00000137337/ENSG00000177383/ENSG00000189079/ENSG00000160957/ENSG00000128908/ENSG00000198887/ENSG00000080345/ENSG00000111877/ENSG00000183955/ENSG00000127337/ENSG00000111642/ENSG00000171984/ENSG00000172977/ENSG00000181625/ENSG00000147536/ENSG00000188486/ENSG00000181544/ENSG00000119906/ENSG00000164430/ENSG00000197275/ENSG00000164754/ENSG00000073111/ENSG00000147231/ENSG00000145604/ENSG00000076003/ENSG00000163781/ENSG00000163029/ENSG00000196584/ENSG00000178295/ENSG00000185480/ENSG00000125885/ENSG00000071243/ENSG00000177302/ENSG00000132436/ENSG00000101596/ENSG00000127423/ENSG00000146263/ENSG00000178966/ENSG00000149554/ENSG00000168411/ENSG00000157540/ENSG00000104738/ENSG00000012048/ENSG00000069275/ENSG00000100297/ENSG00000160117/ENSG00000253729/ENSG00000051180/ENSG00000119969/ENSG00000276043/ENSG00000005156/ENSG00000168496/ENSG00000139618/ENSG00000004487/ENSG00000085999/ENSG00000093009/ENSG00000111247/ENSG00000100206/ENSG00000166508/ENSG00000111602/ENSG00000097046/ENSG00000185379/ENSG00000131153/ENSG00000112118/ENSG00000166851/ENSG00000051341/ENSG00000197299/ENSG00000116560/ENSG00000143799"
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling",135,-0.813228235769564,-2.43865897236753,1e-10,5.51727272727273e-09,4.12057416267943e-09,1127,"tags=32%, list=3%, signal=31%","ENSG00000136861/ENSG00000174442/ENSG00000095002/ENSG00000130413/ENSG00000163781/ENSG00000178295/ENSG00000164109/ENSG00000122952/ENSG00000149554/ENSG00000168411/ENSG00000161888/ENSG00000177602/ENSG00000012048/ENSG00000253729/ENSG00000184445/ENSG00000154920/ENSG00000134057/ENSG00000071539/ENSG00000170312/ENSG00000087206/ENSG00000117399/ENSG00000178999/ENSG00000137812/ENSG00000089685/ENSG00000143476/ENSG00000085840/ENSG00000112742/ENSG00000138376/ENSG00000134690/ENSG00000166851/ENSG00000143228/ENSG00000152253/ENSG00000094804/ENSG00000144554/ENSG00000197299/ENSG00000169679/ENSG00000140534/ENSG00000154839/ENSG00000080986/ENSG00000092853/ENSG00000156970/ENSG00000165480/ENSG00000117724"
"GO:0000075","GO:0000075","cell cycle checkpoint signaling",186,-0.779957820283715,-2.4335585277015,1e-10,5.51727272727273e-09,4.12057416267943e-09,1274,"tags=34%, list=4%, signal=33%","ENSG00000112739/ENSG00000171792/ENSG00000159147/ENSG00000123374/ENSG00000158941/ENSG00000149503/ENSG00000040275/ENSG00000188486/ENSG00000136861/ENSG00000174442/ENSG00000167513/ENSG00000095002/ENSG00000130413/ENSG00000136104/ENSG00000163781/ENSG00000138346/ENSG00000178295/ENSG00000164109/ENSG00000143493/ENSG00000048028/ENSG00000122952/ENSG00000149554/ENSG00000168411/ENSG00000161888/ENSG00000177602/ENSG00000012048/ENSG00000101407/ENSG00000253729/ENSG00000184445/ENSG00000154920/ENSG00000051180/ENSG00000134057/ENSG00000139618/ENSG00000071539/ENSG00000170312/ENSG00000163961/ENSG00000087206/ENSG00000093009/ENSG00000117399/ENSG00000111602/ENSG00000178999/ENSG00000137812/ENSG00000089685/ENSG00000143476/ENSG00000085840/ENSG00000112742/ENSG00000138376/ENSG00000136492/ENSG00000134690/ENSG00000166851/ENSG00000143228/ENSG00000092470/ENSG00000152253/ENSG00000094804/ENSG00000144554/ENSG00000197299/ENSG00000169679/ENSG00000140534/ENSG00000154839/ENSG00000080986/ENSG00000092853/ENSG00000156970/ENSG00000165480/ENSG00000117724"
"GO:0034728","GO:0034728","nucleosome organization",126,-0.821223636443935,-2.43028643176883,1e-10,5.51727272727273e-09,4.12057416267943e-09,2169,"tags=51%, list=6%, signal=48%","ENSG00000153922/ENSG00000213551/ENSG00000189079/ENSG00000099284/ENSG00000189060/ENSG00000168148/ENSG00000083168/ENSG00000127483/ENSG00000197238/ENSG00000273542/ENSG00000132475/ENSG00000230667/ENSG00000188486/ENSG00000066117/ENSG00000273802/ENSG00000073111/ENSG00000099956/ENSG00000274618/ENSG00000167670/ENSG00000277775/ENSG00000124635/ENSG00000183598/ENSG00000203811/ENSG00000203852/ENSG00000092201/ENSG00000132780/ENSG00000270882/ENSG00000270276/ENSG00000197061/ENSG00000277157/ENSG00000278705/ENSG00000276410/ENSG00000275126/ENSG00000273983/ENSG00000119335/ENSG00000275714/ENSG00000278637/ENSG00000278828/ENSG00000162521/ENSG00000276966/ENSG00000274750/ENSG00000075856/ENSG00000156802/ENSG00000278588/ENSG00000274641/ENSG00000164104/ENSG00000233822/ENSG00000287080/ENSG00000149136/ENSG00000274290/ENSG00000180596/ENSG00000105011/ENSG00000273703/ENSG00000185130/ENSG00000184357/ENSG00000124610/ENSG00000277224/ENSG00000159259/ENSG00000275379/ENSG00000197153/ENSG00000275713/ENSG00000286522/ENSG00000124575/ENSG00000168298"
"GO:0006310","GO:0006310","DNA recombination",339,-0.739451955594735,-2.42323869486659,1e-10,5.51727272727273e-09,4.12057416267943e-09,2658,"tags=34%, list=7%, signal=32%","ENSG00000187837/ENSG00000187736/ENSG00000136518/ENSG00000089280/ENSG00000034533/ENSG00000101773/ENSG00000133302/ENSG00000137337/ENSG00000177383/ENSG00000145041/ENSG00000189079/ENSG00000160957/ENSG00000171792/ENSG00000189060/ENSG00000128908/ENSG00000204410/ENSG00000198887/ENSG00000080345/ENSG00000111877/ENSG00000183955/ENSG00000127337/ENSG00000111642/ENSG00000101442/ENSG00000171984/ENSG00000079246/ENSG00000172977/ENSG00000181625/ENSG00000122783/ENSG00000125319/ENSG00000147536/ENSG00000188486/ENSG00000181544/ENSG00000119906/ENSG00000164430/ENSG00000152457/ENSG00000197275/ENSG00000164754/ENSG00000095002/ENSG00000132016/ENSG00000105486/ENSG00000121211/ENSG00000073111/ENSG00000147231/ENSG00000145604/ENSG00000076003/ENSG00000163781/ENSG00000163029/ENSG00000189403/ENSG00000196584/ENSG00000077097/ENSG00000178295/ENSG00000185480/ENSG00000125885/ENSG00000071243/ENSG00000182481/ENSG00000177302/ENSG00000132436/ENSG00000101596/ENSG00000127423/ENSG00000162929/ENSG00000131470/ENSG00000146263/ENSG00000116062/ENSG00000178966/ENSG00000149554/ENSG00000168411/ENSG00000157540/ENSG00000104738/ENSG00000012048/ENSG00000138658/ENSG00000100814/ENSG00000069275/ENSG00000100297/ENSG00000160117/ENSG00000253729/ENSG00000154920/ENSG00000109685/ENSG00000051180/ENSG00000119969/ENSG00000276043/ENSG00000005156/ENSG00000168496/ENSG00000139618/ENSG00000071539/ENSG00000163961/ENSG00000004487/ENSG00000085999/ENSG00000164104/ENSG00000093009/ENSG00000111247/ENSG00000100206/ENSG00000140451/ENSG00000166508/ENSG00000157212/ENSG00000111602/ENSG00000097046/ENSG00000029993/ENSG00000185379/ENSG00000176208/ENSG00000131153/ENSG00000112118/ENSG00000138376/ENSG00000184357/ENSG00000136492/ENSG00000166851/ENSG00000051341/ENSG00000144554/ENSG00000124610/ENSG00000197299/ENSG00000116560/ENSG00000143799/ENSG00000131747/ENSG00000174371/ENSG00000124575/ENSG00000168298"
